region,name,address,lat,lng
広島,ナカムラ病院,広島市佐伯区坪井３丁目８１８－１,34.3822040000049,132.334884000174
広島,医療法人社団初仁会　桧田病院,広島市佐伯区五日市中央１丁目１－３２,34.3673169997392,132.354550000252
広島,荒木脳神経外科病院,広島市西区庚午北２丁目８－７,34.3906489997899,132.421877000023
広島,医療法人社団朋和会　西広島リハビリテーション病院,広島市佐伯区三宅６－２６５,34.3783149998787,132.339245000051
広島,広島グリーンヒル病院,広島市佐伯区五日市町下河内１８８－６,34.4078119996825,132.353354000013
広島,医療法人和同会　広島パークヒル病院,広島市西区田方２－１６－４５,34.3918150000036,132.396156000224
広島,妹尾病院,広島市安佐南区相田１丁目１０－２１,34.4715569996793,132.455453000052
広島,重症児・者福祉医療施設　鈴が峰,広島市佐伯区五日市町皆賀１０４－２７,34.3814269996843,132.372520000098
広島,医療法人社団公仁会　槇殿順記念病院,広島市西区横川新町８－２１,34.4082029997389,132.447067999989
広島,生協さえき病院,広島市佐伯区八幡東３丁目１１－２９,34.3878429999273,132.364937000024
広島,さんよう水野病院,広島市安佐南区川内４丁目１３－３３,34.4627809999302,132.488979000054
広島,サカ緑井病院,広島市安佐南区緑井６丁目２８－１,34.4724639998614,132.481530999941
広島,医療法人社団　聖愛会　ぎおん牛田病院,広島市安佐南区西原八丁目２９番２４号,34.4427629999282,132.470967999869
広島,原田整形外科病院,広島市安佐南区上安二丁目１５－２７,34.4732519996469,132.444954000113
広島,長崎病院,広島市西区横川新町３番１１号,34.4090769997419,132.446936999996
広島,地方独立行政法人広島市立病院機構　広島市立リハビリテーション病院,広島市安佐南区伴南一丁目３９番１号,34.4494199998041,132.383459999954
広島,福島生協病院,広島市西区福島町１丁目２４番７号,34.3951659996804,132.435361999742
広島,コムラ病院,広島市安佐南区相田一丁目１６番２９号,34.469834999723,132.456842000042
広島,医療法人　広和会　福馬病院,広島市西区観音本町一丁目１番１９号,34.3883039999303,132.44089700006
広島,安佐医師会病院,広島市安佐北区可部南二丁目１番３８号,34.5061489999662,132.516323000048
広島,神原病院,福山市赤坂町赤坂１３１３,,
広島,医療法人社団葵会　本永病院,東広島市西条岡町８－１３,,
広島,木阪病院,東広島市西条町土与丸１２３５番地,,
広島,医療法人社団　二山会　宗近病院,東広島市西条町大字御薗宇７０３,,
広島,土肥整形外科病院,東広島市西条町西条東１２８３－２,,
広島,医療法人社団葵会八本松病院,東広島市八本松東３丁目９－３０,,
広島,井野口病院,東広島市西条土与丸６丁目１－９１,,
広島,ＡＯＩ広島病院,東広島市河内町入野７９０７番地２,,
広島,府中みくまり病院,安芸郡府中町みくまり３－１－１１,,
広島,山本整形外科病院,安芸郡海田町堀川町２－２３,34.3744579999485,132.507509000108
広島,南海田病院,安芸郡海田町栄町２番４２号,,
広島,北広島病院,山県郡北広島町壬生４３３－４,,
広島,医療法人社団慶寿会　千代田中央病院,山県郡北広島町有田１１９２,,
広島,大朝ふるさと病院,山県郡北広島町新庄２１４７番地の１,,
広島,康成病院,東広島市黒瀬町楢原７５７,,
広島,医療法人　真慈会　真愛病院,東広島市黒瀬町兼広２７９,,
広島西,医療法人社団親和会　やまと病院,大竹市元町１丁目１－５,,
広島西,廿日市野村病院,廿日市市宮内字佐原田４２０９－２,34.4389779998988,132.465203999972
広島西,社会福祉法人　三篠会　重症児・者福祉医療施設　原,廿日市市原９２６番地の１,,
広島西,アマノ病院,廿日市市串戸５－１－３５,,
広島西,医療法人社団　友和会　友和病院,廿日市市峠字下ケ原５００,,
広島西,佐伯中央病院,廿日市市津田４１８０,,
広島西,大野浦病院,廿日市市丸石２丁目３－３５,,
呉,木村胃腸科病院,呉市三条３丁目５－２２,,
呉,呉芸南病院,呉市阿賀中央６丁目７－２４,,
呉,医療法人社団中川会　呉中通病院,呉市中通１－３－８,,
呉,大矢整形外科病院,呉市中央４－４－３,,
呉,医療法人社団有信会　呉記念病院,呉市郷原町２３７９－４２,,
呉,医療法人社団　永楽会　前田病院,呉市中央２丁目６－２０,,
呉,佐藤病院,呉市三条３丁目４－２５,,
呉,青山病院,呉市阿賀北５丁目１５－３,,
呉,マッターホルンリハビリテーション病院,呉市中通１丁目５－２５,,
呉,ふたば病院,呉市広白石４－７－２２,,
呉,医療法人社団　薫風会　横山病院,呉市広古新開２丁目５－２０,,
呉,公立下蒲刈病院,呉市下蒲刈町下島２１２０番地の４,,
呉,医療法人社団生和会　呉やけやま病院,呉市焼山南１丁目８－２３,,
呉,医療法人社団　悠仁会　後藤病院,呉市東中央１丁目８－２０,,
呉,重症心身障害児施設　ときわ呉,呉市宮原十三丁目２－１２,,
呉,医療法人社団ひかり会　木村眼科内科病院,呉市宝町３番１５号,,
呉,呉みどりヶ丘病院,呉市阿賀北一丁目１５番４５号,,
呉,島の病院おおたに,江田島市能美町中町４７１１,,
呉,医療法人社団　仁風会　青木病院,江田島市江田島町中央４丁目１７－１０,,
呉,一般財団法人　広島結核予防協会　住吉浜病院,呉市下蒲刈町下島２４９８,,
呉,医療法人社団　吉田会　吉田病院,江田島市江田島町津久茂２丁目６－２,,
呉,医療法人社団はまい会　大君浜井病院,江田島市大柿町大君９６２－１,,
広島中央,医療法人楽生会　馬場病院,竹原市下野町１７４４,,
広島中央,医療法人社団恵宣会　竹原病院,竹原市下野町６５０,,
広島中央,医療法人社団仁慈会　安田病院,竹原市下野町３１３６,,
尾三,医療法人清幸会　三原城町病院,三原市城町１丁目１４－１４,,
尾三,医療法人杏仁会　松尾内科病院,三原市城町３丁目７－１,,
尾三,医療法人宗斉会　須波宗斉会病院,三原市須波ハイツ２丁目３番１０号,,
尾三,青山病院,尾道市栗原東２丁目２－６９,,
尾三,医療法人社団　杏佑会　笠井病院,尾道市久保１丁目３－１９,,
尾三,医療法人社団　神田会　木曽病院,尾道市神田町２－２４,,
尾三,医療法人社団　啓卯会　村上記念病院,尾道市新浜１丁目１４－２６,,
尾三,医療法人社団　重松会　松本病院,尾道市久保３丁目１４－２２,,
尾三,山本病院,尾道市高須町７３５番地,,
尾三,カナデビア健康保険組合　因島総合病院,尾道市因島土生町２５６１,,
尾三,医療法人　仁康会　本郷中央病院,三原市下北方一丁目７番３０号,,
福山・府中,医療法人村上会　福山回生病院,福山市引野町５丁目９－２１,,
福山・府中,医療法人　賢仁会　松岡病院,福山市宝町５－３２,,
福山・府中,医療法人　大林会　福山こころの病院,福山市佐波町５７６－１,,
福山・府中,医療法人社団　健生会　いそだ病院,福山市松浜町１丁目１３－３８,,
福山・府中,医療法人社団　若葉会　蔵王病院,福山市南蔵王町６丁目２３－１,,
福山・府中,医療法人慈生会　前原病院,福山市手城町１丁目３－４１,,
福山・府中,医療法人　信英会　島谷病院,福山市新涯町２丁目５－８,,
福山・府中,大石病院,福山市川口町１－７－１５,,
福山・府中,医療法人社団緑誠会　光の丘病院,福山市駅家町大字向永谷３０２,,
福山・府中,医療法人社団玄同会　小畠病院,福山市駅家町大字上山守２０３,,
福山・府中,医療法人　徹慈会　堀病院,福山市沖野上町３丁目４－１３,,
福山・府中,医療法人社団　永光会　水永リハビリテーション病院,福山市南蔵王町４丁目１６－１６,,
福山・府中,医療法人　辰川会　山陽病院,福山市野上町２－８－２,,
福山・府中,医療法人　叙叙会　福山第一病院,福山市南蔵王町５－１４－５,,
福山・府中,下永病院,福山市金江町藁江５９０－１,,
福山・府中,西福山病院,福山市松永町３４０－１,,
福山・府中,医療法人東和会　小林病院,福山市春日町７－１－１８,,
福山・府中,医療法人財団竹政会　福山循環器病院,福山市緑町２－３９,,
福山・府中,医療法人社団健照会　住吉ふじい病院,福山市住吉町４－１,,
福山・府中,楠本病院,福山市曙町３－１９－１８,,
福山・府中,医療法人社団　宏仁会　寺岡整形外科病院,福山市南本庄３丁目１－５２,,
福山・府中,井上病院,福山市東深津町三丁目２３番４６号,,
福山・府中,医療法人三宅会　三宅会グッドライフ病院,福山市東町一丁目１番１８号,,
福山・府中,広島県立福山若草園,福山市水呑町三新田一丁目５３８番地,,
福山・府中,医療法人社団生和会　福山リハビリテーション病院,福山市明神町二丁目１５番４１号,,
福山・府中,医療法人財団竹政会　セントラル病院,福山市住吉町１番２６号,,
福山・府中,医療法人　秀明会　小池病院,福山市光南町１丁目５番２３号,,
福山・府中,福山南病院,福山市水呑町１９４７番地２,,
福山・府中,医療法人同仁会　府中中央内科病院,府中市高木町４０２,,
福山・府中,府中市立湯が丘病院,府中市上下町矢野１００,,
福山・府中,府中北市民病院,府中市上下町上下２１０１番地,,
福山・府中,医療法人　慈彗会　亀川病院,福山市神辺町下御領６８２－１,,
福山・府中,神石高原町立病院,神石郡神石高原町小畠１７０９－３,,
備北,医療法人新和会　三次病院,三次市粟屋町１７３１,,
備北,三次地区医療センター,三次市十日市東３－１６－１,,
備北,医療法人微風会　ビハーラ花の里病院,三次市山家町６０５－２０,,
備北,子鹿医療療育センター,三次市粟屋町１１６６４番地,,
備北,庄原同仁病院,庄原市川北町字久井田８９０－１,,
備北,備北ななつか病院,庄原市七塚町１６１３,,
備北,医療法人社団増原会　東城病院,庄原市東城町川東１４６３－１,,
